Invoice_Number,Date,Time,Internal_Toy_ID_Number,Toy_Item_Number,Toy_Company,Toy_Name,Suggested_Age,Units_Sold,Total_Line_Revenue,Total_COGS,Payment,Cashier_ID,Member,Coupon,Purchaser_Age,Parking_Validation
666381,2011-12-06,12:06,D255/FE,192,Duplo,Policemen,6 and up,3,29.85,15.51,Check,P.N.|880-3021,No,No,43,No
666418,2011-12-06,14:03,L330/GN,330,Lego,Gas Station,8 and up,1,32.95,19.11,Cash,Z.T.|880-7477,No,No,36,Yes
666436,2011-12-06,20:37,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,N.W.|880-6237,Yes,No,31,No
666474,2011-12-06,13:45,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Gift Card,D.W.|880-7199,No,No,37,No
666486,2011-12-06,11:10,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,B.X.|880-9149,No,No,44,No
666486,2011-12-06,11:10,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,B.X.|880-9149,No,No,44,No
666514,2011-12-07,20:36,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,D.Z.|880-1179,No,No,31,No
666514,2011-12-07,20:36,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Mastercard,D.Z.|880-1179,No,No,31,No
666514,2011-12-07,20:36,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,D.Z.|880-1179,No,No,31,No
666559,2011-12-07,16:42,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,N.C.|880-3850,No,Yes,31,No
666599,2011-12-07,11:42,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Discover,H.B.|880-3254,No,No,25,Yes
666599,2011-12-07,11:42,D250/AT,192,Duplo,Policemen,6 and up,4,39.8,20.68,Discover,H.B.|880-3254,No,No,25,Yes
666623,2011-12-07,16:54,L195/AE,195,Lego,Airplane,8 and up,4,23.8,12.36,Visa,B.B.|880-9330,No,No,45,No
666623,2011-12-07,16:54,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,B.B.|880-9330,No,No,45,No
666628,2011-12-08,16:04,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,4,39.8,17.92,Visa,S.Y.|880-3139,No,No,35,No
666647,2011-12-08,15:10,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,S.Y.|880-3139,No,No,32,No
666657,2011-12-09,12:22,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Discover,N.W.|880-6237,No,No,50,No
666662,2011-12-09,13:11,D255/FE,192,Duplo,Policemen,6 and up,3,29.85,15.51,Cash,D.U.|880-2953,No,No,25,No
666678,2011-12-09,13:08,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,S.V.|880-5987,No,No,38,No
666721,2011-12-09,16:41,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,W.C.|880-4861,No,No,28,Yes
666727,2011-12-09,10:51,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Mastercard,H.B.|880-3254,No,Yes,43,No
666749,2011-12-10,14:46,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Discover,A.U.|880-2167,No,No,50,No
666798,2011-12-10,19:34,L197/FS,199,Duplo,Scooter,4 and up,4,19.8,10.08,Visa,W.C.|880-4861,No,No,24,No
666814,2011-12-10,18:25,D199/SR,192,Duplo,Policemen,6 and up,4,39.8,20.68,Gift Card,W.B.|880-9647,No,Yes,46,Yes
666844,2011-12-10,12:04,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,V.W.|880-8599,No,No,30,No
666888,2011-12-10,18:46,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,B.Y.|880-6845,No,No,43,No
666918,2011-12-11,15:00,L195/AE,195,Lego,Airplane,8 and up,5,29.75,15.45,Visa,B.X.|880-9149,No,No,50,No
666948,2011-12-11,10:49,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Visa,Z.T.|880-7477,No,Yes,32,No
666976,2011-12-11,13:13,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,N.C.|880-3850,No,Yes,47,No
667021,2011-12-12,11:02,L217/SN,255,Duplo,Farming Scene,7 and up,4,99.8,64.88,Cash,B.X.|880-9149,No,No,32,Yes
667056,2011-12-13,16:13,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,Z.T.|880-7477,No,No,36,No
667092,2011-12-13,10:48,L194/FY,194,Lego,Family,4 and up,1,14.95,8.37,Gift Card,V.W.|880-8599,Yes,Yes,43,No
667113,2011-12-13,14:23,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,L.C.|880-6872,No,No,67,No
667122,2011-12-13,16:53,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Mastercard,Y.P.|880-6894,No,No,41,No
667149,2011-12-14,14:16,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Discover,B.X.|880-9149,No,No,41,No
667195,2011-12-14,15:52,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,S.V.|880-5987,Yes,No,29,No
667195,2011-12-14,15:52,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Visa,S.V.|880-5987,Yes,No,29,No
667235,2011-12-14,15:00,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,B.Y.|880-6845,Yes,No,35,No
667284,2011-12-14,12:23,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,L.W.|880-4986,No,No,33,No
667284,2011-12-14,12:23,D255/FE,192,Duplo,Policemen,6 and up,5,49.75,25.85,Cash,L.W.|880-4986,No,No,33,No
667323,2011-12-14,13:06,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,V.W.|880-8599,No,No,30,Yes
667323,2011-12-14,13:06,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,V.W.|880-8599,No,No,30,Yes
667372,2011-12-15,14:01,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,W.B.|880-9647,No,No,42,No
667387,2011-12-15,18:57,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Discover,Z.T.|880-7477,Yes,No,29,No
667425,2011-12-16,10:55,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,W.C.|880-4861,No,No,40,No
667462,2011-12-16,16:09,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Gift Card,V.W.|880-4523,No,No,31,No
667462,2011-12-16,16:09,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Gift Card,V.W.|880-4523,No,No,31,No
667483,2011-12-16,18:38,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,S.Y.|880-3139,No,No,36,Yes
667502,2011-12-16,10:45,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,H.B.|880-3254,No,No,30,No
667541,2011-12-17,12:57,D254/FE,192,Duplo,Policemen,6 and up,3,29.85,15.51,Visa,B.Y.|880-6845,No,No,57,No
667545,2011-12-17,16:41,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,N.W.|880-6237,No,No,19,No
667580,2011-12-17,15:53,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Discover,W.C.|880-4861,No,No,31,No
667628,2011-12-17,16:18,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Cash,N.C.|880-3850,No,No,31,No
667629,2011-12-17,16:30,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,Y.P.|880-6894,No,No,17,No
667629,2011-12-17,16:30,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Visa,Y.P.|880-6894,No,No,17,No
667654,2011-12-18,11:51,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Mastercard,L.C.|880-6872,No,No,51,No
667661,2011-12-18,13:43,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,B.X.|880-9149,Yes,No,38,No
667700,2011-12-18,14:15,L197/FS,199,Duplo,Scooter,4 and up,1,4.95,2.52,Visa,U.W.|880-9683,No,No,27,No
667706,2011-12-18,10:39,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Cash,P.N.|880-3021,No,No,32,Yes
667706,2011-12-18,10:39,L210/CS,210,Lego,Cowboys with Horses,6 and up,2,18.9,9.26,Cash,P.N.|880-3021,No,No,32,Yes
667727,2011-12-19,13:39,D250/AT,192,Duplo,Policemen,6 and up,4,39.8,20.68,Mastercard,B.Y.|880-6845,Yes,No,27,No
667750,2011-12-19,15:38,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,5,49.75,22.4,Gift Card,D.Z.|880-1179,No,No,43,No
667750,2011-12-19,15:38,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Gift Card,D.Z.|880-1179,No,No,43,No
667750,2011-12-19,15:38,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Gift Card,D.Z.|880-1179,No,No,43,No
667798,2011-12-19,10:10,D250/AT,192,Duplo,Policemen,6 and up,4,39.8,20.68,Mastercard,N.C.|880-3850,No,No,31,No
667798,2011-12-19,10:10,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Mastercard,N.C.|880-3850,No,No,31,No
667828,2011-12-19,14:16,L212/SD,212,Lego,Scooter and Stand,6 and up,2,9.9,4.46,Check,H.B.|880-3254,No,No,38,No
667828,2011-12-19,14:16,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Check,H.B.|880-3254,No,No,38,No
667840,2011-12-21,13:28,D254/FE,192,Duplo,Policemen,6 and up,3,29.85,15.51,Visa,S.V.|880-5987,No,No,73,No
667840,2011-12-21,13:28,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,S.V.|880-5987,No,No,73,No
667857,2011-12-21,15:18,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,Z.T.|880-7477,No,No,44,No
667861,2011-12-21,13:17,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,D.U.|880-2953,No,No,6,No
667871,2011-12-21,15:08,L252/LR,255,Duplo,Farming Scene,7 and up,2,49.9,32.44,Check,L.C.|880-6872,Yes,No,33,No
667895,2011-12-21,15:59,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Cash,D.U.|880-2953,No,No,29,No
667932,2011-12-21,14:26,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Discover,W.C.|880-4861,No,No,35,No
667932,2011-12-21,14:26,D254/FE,192,Duplo,Policemen,6 and up,4,39.8,20.68,Discover,W.C.|880-4861,No,No,35,No
667953,2011-12-21,12:27,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Discover,A.U.|880-2167,No,No,50,No
667993,2011-12-22,10:07,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Cash,Y.P.|880-6894,No,No,39,No
667995,2011-12-22,12:19,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Gift Card,U.O.|880-3720,No,No,43,No
668018,2011-12-22,15:47,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,V.W.|880-4523,No,No,68,No
668018,2011-12-22,15:47,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Visa,V.W.|880-4523,No,No,68,No
668052,2011-12-22,15:36,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Discover,Z.Q.|880-4240,Yes,No,21,No
668052,2011-12-22,15:36,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Discover,Z.Q.|880-4240,Yes,No,21,No
668095,2011-12-23,12:54,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Cash,D.Z.|880-1179,No,No,32,No
668095,2011-12-23,12:54,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,D.Z.|880-1179,No,No,32,No
668130,2011-12-23,13:53,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,U.O.|880-3720,No,No,39,No
668145,2011-12-23,13:56,L210/CS,210,Lego,Cowboys with Horses,6 and up,4,37.8,18.52,Check,B.B.|880-9330,No,No,41,No
668156,2011-12-23,19:21,D254/FE,192,Duplo,Policemen,6 and up,3,29.85,15.51,Mastercard,U.O.|880-3720,No,No,45,No
668184,2011-12-23,8:19,L217/SN,255,Duplo,Farming Scene,7 and up,1,24.95,16.22,Visa,A.U.|880-2167,No,No,36,No
668207,2011-12-24,11:00,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Discover,P.N.|880-3021,No,No,30,No
668216,2011-12-24,15:58,L196/AR,196,Lego,Antique Car,8 and up,1,7.95,4.45,Visa,P.N.|880-3021,No,No,34,No
668232,2011-12-24,14:10,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,L.W.|880-4986,No,No,31,No
668232,2011-12-24,14:10,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,L.W.|880-4986,No,No,31,No
668232,2011-12-24,14:10,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,L.W.|880-4986,No,No,31,No
668261,2011-12-25,14:12,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,B.X.|880-9149,No,No,34,No
668261,2011-12-25,14:12,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,B.X.|880-9149,No,No,34,No
668293,2011-12-25,14:41,D199/SR,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,Z.T.|880-7477,No,No,44,No
668305,2011-12-25,11:47,L212/SD,212,Lego,Scooter and Stand,6 and up,1,4.95,2.23,Visa,A.U.|880-2167,No,No,28,No
668326,2011-12-25,19:46,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,S.Y.|880-3139,Yes,Yes,34,No
668376,2012-01-02,20:10,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,S.V.|880-5987,No,No,37,No
668384,2012-01-02,9:32,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,C.X.|880-3590,No,No,27,No
668384,2012-01-02,9:32,L195/AE,195,Lego,Airplane,8 and up,4,23.8,12.36,Visa,C.X.|880-3590,No,No,27,No
668391,2012-01-08,13:18,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Mastercard,W.B.|880-9647,No,No,29,No
668431,2012-01-13,12:46,L195/AE,195,Lego,Airplane,8 and up,5,29.75,15.45,Cash,D.S.|880-7532,No,No,32,Yes
668451,2012-01-19,18:06,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,L.C.|880-6872,No,No,41,No
668451,2012-01-19,18:06,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,L.C.|880-6872,No,No,41,No
668489,2012-01-21,15:27,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,D.U.|880-2953,No,No,36,No
668499,2012-01-29,14:21,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,Z.T.|880-7477,Yes,No,33,No
668499,2012-01-29,14:21,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,Z.T.|880-7477,Yes,No,33,No
668546,2012-02-12,9:36,L217/SN,255,Duplo,Farming Scene,7 and up,2,49.9,32.44,Discover,V.W.|880-4523,No,No,33,No
668564,2012-02-13,17:55,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Discover,Y.P.|880-6894,No,No,35,No
668585,2012-02-14,18:39,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,3,29.85,13.44,Gift Card,Y.P.|880-6894,No,No,39,Yes
668585,2012-02-14,18:39,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Gift Card,Y.P.|880-6894,No,No,39,Yes
668615,2012-03-03,12:16,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,S.Y.|880-3139,No,No,35,No
668615,2012-03-03,12:16,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,S.Y.|880-3139,No,No,35,No
668653,2012-03-16,16:55,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Mastercard,H.B.|880-3254,No,No,40,No
668653,2012-03-16,16:55,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,H.B.|880-3254,No,No,40,No
668653,2012-03-16,16:55,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Mastercard,H.B.|880-3254,No,No,40,No
668660,2012-03-24,20:19,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,C.X.|880-3590,No,No,61,No
668681,2012-04-03,14:31,L252/LR,255,Duplo,Farming Scene,7 and up,1,24.95,16.22,Visa,W.B.|880-9647,No,No,32,No
668691,2012-04-10,20:49,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,S.Y.|880-3139,Yes,No,59,Yes
668692,2012-04-12,20:51,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Check,A.U.|880-2167,No,No,37,Yes
668692,2012-04-12,20:51,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Check,A.U.|880-2167,No,No,37,Yes
668708,2012-04-21,20:20,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,D.U.|880-2953,No,No,70,No
668714,2012-04-22,11:37,D255/FE,192,Duplo,Policemen,6 and up,4,39.8,20.68,Cash,N.W.|880-6237,No,No,23,No
668743,2012-04-23,10:40,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,Y.P.|880-6894,No,No,35,No
668752,2012-04-23,17:21,D250/AT,192,Duplo,Policemen,6 and up,4,39.8,20.68,Discover,D.Z.|880-1179,No,No,41,No
668752,2012-04-23,17:21,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Discover,D.Z.|880-1179,No,No,41,No
668801,2012-05-13,15:10,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,D.U.|880-2953,No,No,27,No
668804,2012-05-19,12:32,D250/AT,192,Duplo,Policemen,6 and up,4,39.8,20.68,Visa,S.Y.|880-3139,No,No,29,No
668804,2012-05-19,12:32,L195/AE,195,Lego,Airplane,8 and up,3,17.85,9.27,Visa,S.Y.|880-3139,No,No,29,No
668829,2012-05-24,13:25,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,B.X.|880-9149,No,No,34,No
668848,2012-06-08,9:46,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,A.U.|880-2167,No,No,42,No
668883,2012-06-09,11:39,L194/FY,194,Lego,Family,4 and up,2,29.9,16.74,Gift Card,V.W.|880-8599,No,No,38,No
668903,2012-06-09,8:28,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,L.W.|880-4986,No,Yes,21,No
668943,2012-06-11,10:28,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,N.C.|880-3850,No,No,35,No
668982,2012-06-12,15:45,L252/LR,255,Duplo,Farming Scene,7 and up,1,24.95,16.22,Visa,A.U.|880-2167,No,No,47,Yes
668997,2012-06-23,15:00,D254/FE,192,Duplo,Policemen,6 and up,4,39.8,20.68,Visa,S.V.|880-5987,No,No,33,No
669021,2012-06-23,17:43,D255/FE,192,Duplo,Policemen,6 and up,3,29.85,15.51,Mastercard,B.X.|880-9149,Yes,No,35,No
669042,2012-06-25,13:12,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Mastercard,D.U.|880-2953,No,No,59,No
669080,2012-07-02,16:00,D199/SR,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,N.C.|880-3850,No,No,37,Yes
669090,2012-07-02,16:20,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,P.N.|880-3021,No,Yes,31,No
669121,2012-08-05,15:28,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,4,39.8,17.92,Check,W.C.|880-4861,No,No,50,No
669126,2012-08-14,15:18,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Mastercard,S.Y.|880-3139,No,No,42,No
669126,2012-08-14,15:18,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,S.Y.|880-3139,No,No,42,No
669138,2012-09-04,15:18,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Cash,S.Y.|880-3139,No,No,36,Yes
669163,2012-09-06,13:15,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Check,D.W.|880-7199,Yes,No,39,Yes
669163,2012-09-06,13:15,D250/AT,192,Duplo,Policemen,6 and up,5,49.75,25.85,Check,D.W.|880-7199,Yes,No,39,Yes
669181,2012-09-09,17:49,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,W.C.|880-4861,No,No,46,No
669197,2012-09-10,16:52,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,A.U.|880-2167,No,No,39,No
669197,2012-09-10,16:52,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,A.U.|880-2167,No,No,39,No
669198,2012-09-18,12:08,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,4,39.8,17.92,Gift Card,Z.T.|880-7477,No,No,34,No
669198,2012-09-18,12:08,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Gift Card,Z.T.|880-7477,No,No,34,No
669208,2012-09-28,14:22,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,D.W.|880-7199,No,No,30,No
669238,2012-10-07,12:24,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Gift Card,V.W.|880-8599,No,No,36,No
669260,2012-10-09,12:06,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Gift Card,W.B.|880-9647,Yes,No,20,No
669260,2012-10-09,12:06,D250/AT,192,Duplo,Policemen,6 and up,2,19.9,10.34,Gift Card,W.B.|880-9647,Yes,No,20,No
669277,2012-10-16,13:38,L194/FY,194,Lego,Family,4 and up,1,14.95,8.37,Cash,D.U.|880-2953,No,No,23,No
669306,2012-10-16,16:23,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,B.Y.|880-6845,No,No,45,No
669318,2012-10-16,16:13,L194/FY,194,Lego,Family,4 and up,1,14.95,8.37,Visa,D.S.|880-7532,No,Yes,29,Yes
669320,2012-10-22,16:08,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,H.B.|880-3254,No,No,24,No
669353,2012-10-22,14:39,D250/AT,192,Duplo,Policemen,6 and up,4,39.8,20.68,Mastercard,D.U.|880-2953,No,No,60,No
669400,2012-10-22,13:42,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Gift Card,H.B.|880-3254,No,No,36,No
669400,2012-10-22,13:42,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Gift Card,H.B.|880-3254,No,No,36,No
669401,2012-10-30,16:02,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,N.W.|880-6237,No,Yes,44,No
669401,2012-10-30,16:02,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,N.W.|880-6237,No,Yes,44,No
669451,2012-11-01,20:07,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Cash,U.W.|880-9683,No,No,29,No
669469,2012-11-01,12:52,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Cash,B.B.|880-9330,No,No,36,No
669482,2012-11-01,11:05,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,L.W.|880-4986,No,No,37,No
669482,2012-11-01,11:05,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,L.W.|880-4986,No,No,37,No
669529,2012-11-02,11:18,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,Y.P.|880-6894,No,No,30,No
669560,2012-11-03,12:12,L197/FS,199,Duplo,Scooter,4 and up,1,4.95,2.52,Visa,L.C.|880-6872,No,No,21,No
669602,2012-11-04,19:37,D254/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Check,U.W.|880-9683,No,No,74,No
669617,2012-11-04,10:26,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Mastercard,C.X.|880-3590,No,No,32,No
669649,2012-11-04,12:35,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,D.W.|880-7199,No,No,24,No
669652,2012-11-04,11:37,L195/AE,195,Lego,Airplane,8 and up,2,11.9,6.18,Cash,V.W.|880-8599,No,No,34,No
669659,2012-11-04,14:15,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Mastercard,Y.P.|880-6894,No,No,35,Yes
669698,2012-11-05,13:49,D254/FE,192,Duplo,Policemen,6 and up,4,39.8,20.68,Visa,D.Z.|880-1179,No,No,56,No
669703,2012-11-05,14:51,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Visa,W.C.|880-4861,No,No,27,No
669722,2012-11-05,16:54,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,Z.Q.|880-4240,No,No,35,No
669722,2012-11-05,16:54,D250/AT,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,Z.Q.|880-4240,No,No,35,No
669764,2012-11-06,16:21,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,N.W.|880-6237,No,No,39,No
669764,2012-11-06,16:21,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Visa,N.W.|880-6237,No,No,39,No
669783,2012-11-06,18:03,D254/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,H.B.|880-3254,No,No,40,No
669804,2012-11-06,12:00,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Visa,N.C.|880-3850,No,No,48,No
669805,2012-11-06,9:12,L195/AE,195,Lego,Airplane,8 and up,3,17.85,9.27,Mastercard,N.C.|880-3850,No,No,30,Yes
669813,2012-11-06,12:17,D255/FE,192,Duplo,Policemen,6 and up,2,19.9,10.34,Cash,D.Z.|880-1179,No,Yes,38,No
669813,2012-11-06,12:17,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Cash,D.Z.|880-1179,No,Yes,38,No
669819,2012-11-06,14:50,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,1,9.95,4.48,Visa,S.Y.|880-3139,Yes,Yes,27,No
669860,2012-11-06,17:30,L195/AE,195,Lego,Airplane,8 and up,1,5.95,3.09,Discover,D.W.|880-7199,No,No,31,No
669905,2012-11-06,14:43,D255/FE,192,Duplo,Policemen,6 and up,1,9.95,5.17,Cash,V.W.|880-8599,No,No,39,No
669905,2012-11-06,14:43,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,2,19.9,8.96,Cash,V.W.|880-8599,No,No,39,No
669931,2012-11-07,9:34,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,4,39.8,17.92,Visa,S.Y.|880-3139,No,No,44,Yes
